election_id,prov_code,ed_id,ed_name,CCF,Lib,Other,PC,SoCred,1st,2nd,3rd
24,AB,1,"ACADIA",942,2995,,9669,5597,PC,SoCred,Lib
24,AB,2,"ATHABASKA",820,4473,,9751,3806,PC,Lib,SoCred
24,AB,3,"BATTLE RIVER--CAMROSE",1340,2216,,13049,6137,PC,SoCred,Lib
24,AB,4,"BOW RIVER",,1772,,12695,5646,PC,SoCred,Lib
24,AB,5,"CALGARY NORTH",2018,4555,,30930,5484,PC,SoCred,Lib
24,AB,6,"CALGARY SOUTH",1416,7039,,29482,3884,PC,Lib,SoCred
24,AB,7,"EDMONTON EAST",1220,4413,726,15236,6441,PC,SoCred,Lib
24,AB,8,"EDMONTON WEST",2023,8544,,30937,4893,PC,Lib,SoCred
24,AB,9,"EDMONTON--STRATHCONA",1838,7218,,25885,7270,PC,SoCred,Lib
24,AB,10,"JASPER--EDSON",1396,3683,,12522,4240,PC,SoCred,Lib
24,AB,11,"LETHBRIDGE",,2714,361,13364,6471,PC,SoCred,Lib
24,AB,12,"MACLEOD",736,1907,,11911,5623,PC,SoCred,Lib
24,AB,13,"MEDICINE HAT",907,2572,,10886,9151,PC,SoCred,Lib
24,AB,14,"PEACE RIVER",1064,2535,,13328,5737,PC,SoCred,Lib
24,AB,15,"RED DEER",1029,1537,,11569,7087,PC,SoCred,Lib
24,AB,16,"VEGREVILLE",1326,1706,723,7918,5360,PC,SoCred,Lib
24,AB,17,"WETASKIWIN",1591,1704,,10557,4314,PC,SoCred,Lib
24,BC,18,"BURNABY--COQUITLAM",12917,3533,,11422,2113,CCF,PC,Lib
24,BC,19,"BURNABY--RICHMOND",10063,5286,,15570,3190,PC,CCF,Lib
24,BC,20,"CARIBOO",3175,3279,,9327,5811,PC,SoCred,Lib
24,BC,21,"COAST-CAPILANO",6134,17411,,19343,1599,PC,Lib,CCF
24,BC,22,"COMOX--ALBERNI",9607,2472,,11483,1354,PC,CCF,Lib
24,BC,23,"ESQUIMALT--SAANICH",4755,3576,180,18768,1331,PC,CCF,Lib
24,BC,24,"FRASER VALLEY",5640,4562,,13890,7414,PC,SoCred,CCF
24,BC,25,"KAMLOOPS",2777,2868,,13858,2390,PC,Lib,CCF
24,BC,26,"KOOTENAY EAST",4006,4483,,5363,2174,PC,Lib,CCF
24,BC,27,"KOOTENAY WEST",9460,2306,,8248,1753,CCF,PC,Lib
24,BC,28,"NANAIMO",10029,2606,,10734,1077,PC,CCF,Lib
24,BC,29,"NEW WESTMINSTER",13220,4559,958,21202,10886,PC,CCF,SoCred
24,BC,30,"OKANAGAN BOUNDARY",7829,2637,,13065,3470,PC,CCF,SoCred
24,BC,31,"OKANAGAN--REVELSTOKE",1859,2329,205,7004,3213,PC,SoCred,Lib
24,BC,32,"SKEENA",6647,4148,,5028,876,CCF,PC,Lib
24,BC,33,"VANCOUVER CENTRE",3183,3927,650,14044,1059,PC,Lib,CCF
24,BC,34,"VANCOUVER EAST",11486,2175,,8654,1338,CCF,PC,Lib
24,BC,35,"VANCOUVER KINGSWAY",11724,2631,,11928,1642,PC,CCF,Lib
24,BC,36,"VANCOUVER QUADRA",3496,5713,,24802,1062,PC,Lib,CCF
24,BC,37,"VANCOUVER SOUTH",5717,6528,422,22292,1914,PC,Lib,CCF
24,BC,38,"VANCOUVER--BURRARD",5121,5154,,18001,1459,PC,Lib,CCF
24,BC,39,"VICTORIA",4560,8706,,24945,2637,PC,Lib,CCF
24,MB,40,"BRANDON--SOURIS",1552,5303,,22185,946,PC,Lib,CCF
24,MB,41,"CHURCHILL",2118,4159,,11506,,PC,Lib,CCF
24,MB,42,"DAUPHIN",6023,3981,,8674,,PC,CCF,Lib
24,MB,43,"LISGAR",520,4546,,13072,1445,PC,Lib,SoCred
24,MB,44,"MARQUETTE",1572,5598,,14748,993,PC,Lib,CCF
