election_id,prov_code,ed_id,ed_name,Bloc,Grn,Lib,NDP,Other,PC,Reform,1st,2nd,3rd
35,SK,286,"REGINA--QU'APPELLE",,,10091,11166,571,3287,7317,NDP,Lib,Reform
35,SK,287,"REGINA--WASCANA",,,19555,9394,1407,6943,6934,Lib,NDP,PC
35,SK,288,"SASKATOON--CLARK'S CROSSING",,,11200,12266,1031,4114,11149,NDP,Lib,Reform
35,SK,289,"SASKATOON--DUNDURN",,,14716,11514,1440,3726,10281,Lib,NDP,Reform
35,SK,290,"SASKATOON--HUMBOLDT",,,12838,8546,1317,3530,11155,Lib,Reform,NDP
35,SK,291,"SOURIS--MOOSE MOUNTAIN",,,10917,5541,1834,5042,10326,Lib,Reform,NDP
35,SK,292,"SWIFT CURRENT--MAPLE CREEK--ASSINIBOIA",,,10661,5448,216,5119,11486,Reform,Lib,NDP
35,SK,293,"THE BATTLEFORDS--MEADOW LAKE",,,7364,9772,811,4299,9043,NDP,Reform,Lib
35,SK,294,"YORKTON--MELVILLE",,,9531,9487,,2825,10605,Reform,Lib,NDP
35,YK,295,"YUKON",,,3359,6252,357,2566,1891,NDP,Lib,PC
